customer_age,account_balance,monthly_charges,total_charges,support_calls,contract_length,service_usage,satisfaction_score,tenure_months,num_services,target
30,1815.31,49.59,1178.65,1,1,32.6,5.6,17,2,1
32,100000.0,43.18,1014.92,0,12,20.1,8.5,27,2,0
52,5179.83,93.76,1638.33,2,12,40.7,10.0,2,8,0
36,12911.78,72.14,2823.08,3,1,38.2,7.5,71,1,0
35,3903.17,37.73,661.88,0,24,35.4,6.1,52,4,1
29,2767.78,39.13,2603.36,2,24,3.3,10.0,17,4,0
45,2043.32,57.77,1295.53,1,1,32.7,2.4,71,2,0
65,2176.65,79.66,1583.52,3,12,25.6,1.9,18,1,0
27,7425.96,76.9,2240.5,3,12,33.2,4.5,47,5,1
40,5170.89,87.63,4017.5,0,1,73.7,10.0,24,3,0
57,2843.51,35.19,1145.18,1,12,19.5,9.7,9,3,0
39,28689.49,69.48,1903.89,3,1,30.6,6.9,32,3,0
45,34.81,93.52,706.13,2,1,17.3,6.6,9,2,0
27,6404.98,91.66,1133.66,2,24,6.3,4.1,9,2,1
45,,72.18,695.19,0,12,13.6,8.0,36,1,0
38,16654.64,111.96,2293.74,1,1,4.0,10.0,20,4,0
52,2704.56,77.19,2510.37,1,12,14.6,5.8,20,1,0
54,4071.96,85.85,2824.46,3,24,24.8,6.4,14,3,1
71,13081.09,65.89,1095.62,1,1,20.5,9.5,8,4,0
47,27910.26,49.38,2609.53,0,12,44.5,9.0,27,3,0
44,1899.22,47.5,2135.72,2,24,6.0,7.3,103,2,0
42,4449.13,68.63,1930.7,3,24,5.7,6.5,4,5,0
36,36969.96,60.77,510.29,2,24,69.4,7.1,3,3,1
44,123.22,29.63,2183.9,2,24,40.7,7.4,11,4,0
36,1058.89,44.48,2221.95,2,1,31.9,7.1,25,2,0
42,26869.68,58.63,2122.07,2,1,9.1,7.7,34,3,0
56,15349.02,79.55,2480.06,3,1,46.5,9.4,15,1,1
28,6526.77,64.68,2833.51,3,1,5.7,9.2,0,3,0
54,1520.97,63.56,682.37,3,1,58.1,8.7,11,4,0
56,794.15,45.26,1739.96,5,24,46.8,8.5,55,3,0
39,1228.04,65.46,2618.92,1,24,64.2,10.0,14,3,1
18,30394.36,91.38,1677.93,2,1,18.0,7.7,2,2,0
33,1161.35,68.11,,1,24,39.7,7.2,4,3,0
56,3470.78,34.85,2108.21,1,12,21.2,3.7,22,4,1
40,962.41,39.97,0.0,2,1,18.8,6.4,13,2,1
28,10552.95,76.78,3007.31,3,12,16.5,4.5,0,2,0
34,1328.64,60.51,1859.48,5,12,13.5,6.3,43,3,1
50,2575.01,63.51,0.0,3,1,48.2,6.8,17,4,1
47,238.63,52.75,1697.25,1,24,39.0,9.0,37,8,0
37,265.06,75.07,477.96,4,12,45.2,4.9,42,5,1
36,3015.47,58.98,2903.76,1,12,46.2,8.6,4,2,0
35,408.41,61.27,1956.99,1,24,9.4,6.8,52,3,0
29,70096.63,47.98,891.51,2,24,16.9,5.0,11,1,1
59,135.33,83.43,2973.02,0,1,22.1,2.4,5,3,1
36,897.61,60.58,2550.23,3,1,24.9,6.8,11,5,1
55,3056.58,77.16,1717.08,2,1,7.7,7.1,88,5,0
58,1723.82,41.13,505.28,1,1,60.0,7.0,59,4,0
52,568.94,99.68,989.03,3,24,25.5,8.6,72,2,0
35,708.47,90.55,971.05,2,24,66.5,8.8,0,3,1
45,674.53,26.8,2895.8,0,1,33.8,9.0,6,1,0
40,1938.98,48.96,0.0,1,24,3.9,6.4,31,4,1
29,55708.81,74.55,1943.32,3,1,9.1,5.8,38,3,0
44,3350.64,38.61,1699.66,2,24,20.5,6.7,18,5,0
26,17577.07,62.37,3242.65,1,1,42.4,7.4,10,3,0
54,6377.07,73.53,2279.28,2,1,44.5,7.3,10,3,0
34,15847.92,61.31,2642.25,3,12,33.3,6.5,18,2,0
42,44.7,75.78,1369.57,3,24,34.9,5.5,0,4,1
43,1888.07,51.13,522.8,1,1,19.2,3.9,28,4,0
37,21177.68,20.12,1609.43,1,24,45.9,10.0,20,4,0
47,1264.45,84.64,2932.59,3,24,15.0,5.9,17,4,1
34,41928.03,84.52,2929.87,4,1,49.0,5.3,5,1,1
50,,115.07,1483.29,0,24,13.0,9.4,5,4,0
24,1474.84,20.86,967.11,5,1,7.3,6.8,3,5,0
42,1401.44,80.02,731.99,6,1,42.2,7.3,59,1,1
63,651.7,25.63,1836.05,0,24,46.1,8.6,49,1,0
28,1159.34,100.13,2163.86,3,1,16.5,8.9,21,4,0
32,469.24,74.76,3767.83,0,24,36.2,8.0,8,3,1
46,5671.54,45.96,2148.0,3,12,45.6,7.0,34,3,0
42,335.6,80.6,2736.52,4,1,26.7,9.3,4,1,0
44,7373.14,53.94,1063.44,1,24,19.2,6.8,40,1,1
46,7647.38,71.01,2050.04,3,12,29.9,6.7,41,1,0
48,246.71,69.12,2168.09,5,24,37.3,5.7,8,1,1
53,30477.01,99.88,1831.36,3,12,46.6,7.9,16,3,0
45,6440.84,101.3,1973.82,4,1,45.3,6.3,23,2,1
37,9177.84,53.05,2151.46,2,12,5.0,9.0,5,1,0
48,955.28,618.58,2577.24,2,1,44.5,1.9,10,2,1
63,7582.28,72.1,3402.94,3,24,26.9,5.1,22,1,0
38,16148.62,36.75,0.0,2,12,36.8,10.0,19,1,0
28,2571.1,51.08,3336.49,4,1,21.0,4.2,14,4,0
53,60047.05,111.72,0.0,3,24,20.4,4.6,6,4,0
39,3184.65,72.16,2370.52,2,24,35.4,9.4,18,7,1
18,16501.04,85.0,4826.75,2,24,19.2,4.6,11,4,0
50,4626.3,60.76,1948.95,2,1,13.0,4.5,6,1,1
34,7174.46,54.2,2216.02,0,24,24.9,7.6,9,10,0
39,242.99,65.55,1627.69,1,12,29.6,10.0,7,1,1
44,5200.87,59.68,2800.71,2,12,16.2,8.2,11,3,0
42,989.83,35.13,2434.65,4,12,26.9,3.1,80,5,1
49,837.48,44.93,1188.74,0,12,36.0,6.6,66,1,0
35,40788.47,79.16,1862.78,4,24,23.5,9.0,26,2,0
46,2163.2,57.39,657.88,2,24,3.7,5.8,33,2,1
37,661.86,65.51,1857.27,2,24,48.3,3.1,12,2,1
49,1739.41,69.7,1496.75,2,12,38.6,6.0,36,2,0
47,423.83,71.26,2163.85,1,12,41.8,6.0,45,3,1
29,25612.27,87.93,1148.1,1,1,16.4,5.3,38,2,1
53,1049.93,43.03,1742.68,0,1,17.3,7.6,5,2,1
34,6594.23,76.41,2010.53,3,1,5.2,3.5,41,4,1
50,22791.89,80.1,2094.1,2,24,58.5,8.5,40,3,0
44,1407.78,84.72,2329.14,0,24,16.4,4.5,30,5,0
62,6621.21,36.74,1791.0,3,1,28.7,6.6,45,3,1
37,635.79,70.1,1055.97,2,12,34.5,4.6,44,4,1
36,100000.0,99.32,2098.49,3,1,4.3,7.5,21,1,0
40,12143.75,63.02,1785.37,4,1,49.3,4.0,27,4,1
36,2232.98,74.67,3229.57,2,12,23.0,7.4,10,2,0
50,935.19,80.61,3380.89,0,12,22.5,5.3,3,1,0
21,2512.43,44.49,353.5,1,24,39.8,6.2,18,4,0
27,1790.1,101.68,2740.59,4,1,23.7,10.0,18,5,0
27,55793.73,74.99,2981.29,2,12,52.6,5.2,38,3,1
51,474.23,75.39,385.0,2,12,43.6,6.2,5,3,1
61,3648.98,31.76,2695.37,3,24,41.8,6.0,45,5,1
39,2900.08,80.89,3075.15,1,12,14.0,6.3,38,6,1
38,2499.6,75.13,860.42,2,1,42.2,7.9,31,2,0
41,2532.79,97.48,1716.39,2,1,5.1,6.8,5,2,1
54,2504.62,58.77,2223.58,1,1,58.0,5.9,9,4,0
29,11043.52,45.25,2684.55,4,24,31.7,8.2,13,2,0
43,7431.45,51.36,813.87,0,12,11.7,3.0,0,4,1
52,5587.95,54.9,3388.41,0,1,32.7,10.0,5,1,0
46,31.47,42.62,0.0,5,24,30.0,7.1,26,5,0
42,4673.63,90.8,3588.49,1,1,41.9,7.4,21,7,0
52,248.77,91.55,2660.32,2,12,40.8,8.2,70,2,0
18,7859.52,61.08,1253.87,4,1,40.1,7.4,4,1,0
48,27221.06,57.14,3037.29,2,24,33.1,7.0,17,4,0
32,742.96,28.69,742.64,5,24,34.1,4.5,0,2,0
18,2012.89,78.92,2137.92,1,24,25.6,8.5,21,2,0
46,1213.14,98.07,2286.21,1,1,19.2,10.0,3,10,0
56,19018.12,52.26,,1,24,73.5,7.1,2,1,0
38,3437.64,62.66,992.34,3,1,34.2,5.0,14,2,1
51,39834.72,73.69,1404.71,2,24,30.2,8.0,10,5,0
59,5544.89,99.49,2152.09,2,1,6.1,5.1,14,7,0
56,4288.43,69.0,1127.91,1,1,29.6,8.5,1,4,0
60,3302.09,68.91,2325.74,2,24,23.7,5.4,2,1,0
49,10167.87,68.59,,2,1,18.0,8.6,2,2,1
41,219.97,36.5,3200.0,1,12,15.0,3.5,3,3,1
21,3388.07,36.06,3875.22,2,1,22.3,10.0,14,2,1
37,2683.64,48.84,1643.04,0,24,58.9,8.9,14,7,0
30,8849.61,85.26,3104.31,1,24,13.1,8.9,9,3,0
66,2249.46,58.29,1745.23,1,24,31.2,8.2,3,1,0
38,627.6,54.41,876.28,1,1,38.8,8.9,47,1,0
41,3014.01,54.06,1489.14,4,24,11.1,5.3,24,1,1
47,587.42,62.25,2102.68,1,12,12.1,7.4,24,3,1
41,166.02,99.04,0.0,3,1,9.5,6.1,9,3,0
60,8872.25,61.98,2750.79,2,1,47.3,4.2,54,3,1
33,7105.27,49.27,2103.23,2,24,5.2,9.1,9,3,0
42,6006.73,65.5,3200.65,1,1,48.3,4.9,25,2,0
31,21044.46,100.1,2729.77,3,24,27.1,8.0,60,5,1
24,1099.33,54.94,2143.94,2,24,40.0,8.4,120,1,0
33,348.39,41.38,1573.0,3,1,33.7,7.7,6,1,0
40,2683.71,54.98,3827.43,1,24,19.4,7.4,49,2,1
35,1770.03,67.58,4603.85,2,1,9.7,7.1,30,6,0
32,842.65,78.76,1593.02,2,1,33.2,8.1,2,2,0
23,2644.47,85.14,3250.75,2,12,50.6,7.3,5,5,1
39,1191.05,44.09,1151.9,2,12,15.0,9.8,17,2,0
22,,45.98,1294.78,3,1,80.1,6.4,17,3,0
49,1538.0,58.53,1536.51,1,12,4.7,9.3,37,5,0
41,542.09,78.69,2821.62,3,1,14.1,6.6,14,6,1
23,4219.5,39.8,710.1,0,1,39.1,5.1,30,1,0
36,1114.26,52.85,3859.96,7,12,60.3,5.4,120,1,0
31,15794.98,53.15,3125.45,4,12,29.9,5.4,72,3,0
44,33050.74,83.83,2793.82,3,1,24.9,8.8,19,1,1
56,8259.11,75.57,1647.42,1,24,39.7,4.8,35,6,0
18,291.04,83.07,2995.39,1,1,5.3,7.7,10,4,1
41,28503.84,91.77,0.0,2,12,33.2,9.1,37,5,0
38,31684.43,58.89,2529.08,1,1,17.8,2.5,24,2,0
48,3066.17,41.25,2192.15,1,12,10.6,8.4,14,2,0
43,21685.29,41.38,0.0,7,24,3.2,10.0,16,1,0
31,1303.08,28.24,2487.5,2,12,42.9,7.4,14,1,0
36,181.39,55.82,2709.07,2,1,28.1,8.9,25,2,0
30,952.96,57.32,0.0,1,24,14.4,8.1,29,3,0
53,39892.81,980.45,,2,1,29.2,6.3,16,2,0
40,318.42,65.34,4477.27,3,1,15.5,6.1,48,2,0
63,2978.82,55.19,1776.38,2,12,13.5,8.1,70,5,0
39,3137.61,62.68,3170.75,3,1,59.2,5.7,27,1,1
31,1380.97,44.22,3352.16,1,24,11.5,5.9,5,3,1
22,1532.59,85.51,2472.72,1,12,8.9,8.2,5,3,0
18,3322.17,49.28,3220.69,3,1,22.5,5.4,120,3,0
21,1282.74,42.2,0.0,2,1,42.5,8.3,18,4,1
43,353.16,81.36,1723.36,2,24,18.6,6.0,26,3,1
46,4115.63,76.48,0.0,5,24,13.8,5.9,17,1,1
21,14913.91,30.53,0.0,2,24,17.0,7.1,26,2,1
51,10985.8,82.1,1344.78,1,1,19.9,8.0,15,5,0
34,884.83,50.17,1201.54,1,24,41.6,6.6,50,4,0
42,456.3,57.52,2049.69,3,1,7.0,9.9,8,5,1
59,1946.36,68.74,1975.22,3,1,54.9,5.0,120,1,1
51,31309.83,76.73,2160.49,1,12,36.4,10.0,23,2,0
37,7851.01,73.91,2209.65,1,12,27.7,9.0,2,5,1
29,8569.35,64.0,2399.51,1,1,35.3,7.5,15,4,0
18,11325.2,56.51,849.15,1,12,19.5,8.2,12,5,0
31,5603.52,73.24,1130.25,2,24,17.2,3.6,65,3,0
37,3572.11,62.63,1955.75,3,1,10.3,4.3,8,4,1
28,8050.27,101.11,1974.39,1,12,27.8,6.5,15,3,1
38,1313.89,76.73,701.69,4,12,8.4,6.6,31,4,0
41,357.2,46.53,3297.87,0,24,38.0,10.0,2,4,0
37,8817.52,55.45,2869.76,4,24,21.6,7.8,5,2,1
32,19084.03,65.96,968.34,2,24,42.6,8.9,26,1,0
42,557.05,90.99,1749.96,3,12,33.1,7.0,3,1,1
45,10227.98,93.22,4411.45,5,12,39.1,5.5,8,1,0
27,37091.7,728.29,2192.69,2,12,10.3,8.1,13,3,0
57,2970.93,46.33,2474.82,0,1,7.2,7.3,6,1,0
39,873.93,43.77,1269.28,1,12,28.5,7.8,10,2,0
40,3585.05,70.05,1624.27,1,24,46.8,6.5,7,6,0
48,1305.31,111.08,3813.59,3,12,37.3,4.5,36,3,1
43,1181.93,75.78,2135.95,2,24,22.3,10.0,7,4,1
51,5708.87,33.12,1914.89,0,1,36.4,5.6,37,1,0
43,268.92,50.48,2009.17,5,12,9.0,6.8,7,3,1
33,341.76,52.52,5054.46,1,1,37.6,8.0,2,1,0
44,3068.48,48.56,2047.77,2,1,15.6,3.4,53,4,0
26,2882.86,57.24,1003.91,1,24,24.4,9.8,31,5,0
41,4990.7,72.39,1213.58,4,24,25.9,5.2,6,5,0
40,49654.19,78.64,2936.91,4,1,21.3,8.8,9,1,0
38,3486.91,86.84,285.82,5,24,43.1,4.2,6,5,0
38,7311.9,75.48,2540.7,3,24,13.6,8.3,32,3,0
18,690.01,25.92,1131.42,0,24,21.7,3.2,0,5,0
33,9432.41,43.85,0.0,2,1,18.6,9.6,79,1,0
41,1353.45,61.84,823.91,0,12,8.7,7.7,11,3,0
42,3318.05,67.95,2033.04,3,1,11.7,7.5,8,4,0
28,2531.9,82.23,3674.2,3,1,10.0,8.8,37,2,0
55,14037.13,65.86,3096.0,1,1,42.2,5.1,9,7,0
30,417.81,66.01,1647.57,3,24,9.2,5.7,20,3,0
52,97.04,69.76,3166.62,4,12,6.3,4.6,13,2,0
45,2164.3,59.9,1571.86,3,1,18.2,4.8,24,4,0
32,6019.73,66.74,240.19,1,24,30.5,7.7,3,2,0
61,3745.85,87.52,2025.31,2,1,26.1,6.7,12,3,0
26,18926.27,63.32,192.88,3,24,6.3,3.9,56,3,0
51,5744.85,64.4,2949.69,2,1,25.4,7.0,89,6,1
52,1279.5,64.33,2967.06,3,24,34.9,7.7,3,4,0
32,91.09,90.96,944.04,2,12,3.7,8.3,26,4,0
57,2088.15,42.84,2174.72,2,24,32.2,9.7,13,2,1
37,13931.93,100.52,2163.26,3,12,49.5,5.6,11,3,0
43,1655.62,41.47,3046.36,1,1,32.4,8.4,0,4,0
43,3110.32,51.92,505.92,4,1,8.7,6.8,3,2,0
38,5608.51,79.89,2719.39,2,24,19.3,7.7,6,2,0
50,650.06,85.61,419.88,3,12,14.2,10.0,15,3,0
50,7592.03,36.93,2932.63,2,24,25.9,4.9,26,3,0
19,34741.24,43.15,3275.24,3,24,62.4,9.6,19,4,0
56,2300.27,70.56,1196.49,3,12,24.4,9.3,13,4,0
20,548.07,111.89,3462.95,3,24,16.9,6.0,24,1,1
52,2697.55,89.93,111.16,4,12,42.2,8.4,14,5,0
54,106.0,60.04,3319.5,1,24,21.1,6.7,11,6,0
27,4941.16,16.62,3726.15,2,24,11.6,3.9,89,3,0
35,5874.71,66.63,2414.98,1,1,24.3,5.7,45,2,1
27,36807.41,72.25,1765.37,1,24,48.2,6.5,3,8,0
37,2228.33,57.35,2374.9,2,1,47.9,8.2,26,2,1
36,5501.24,47.99,1275.49,2,24,10.1,4.4,120,4,0
49,818.99,68.18,5149.55,1,24,35.4,6.0,23,3,0
56,1746.48,46.15,1296.16,1,24,41.6,5.4,6,3,1
57,302.54,102.45,3580.88,3,1,29.3,6.8,27,4,1
33,2225.68,95.33,1110.53,3,1,29.5,10.0,5,3,0
37,1885.67,78.16,3916.17,2,12,31.1,2.3,41,3,1
20,4669.46,66.79,4414.79,5,12,20.5,6.9,18,1,0
30,1169.82,51.8,2463.19,2,12,61.3,8.0,8,3,1
52,3377.93,64.58,2343.99,1,24,29.8,7.2,10,2,1
59,1807.92,97.79,852.11,0,24,22.5,10.0,30,2,1
25,1813.02,82.37,709.2,1,1,17.8,8.0,3,5,1
33,3362.85,69.07,2357.5,5,1,11.1,7.5,57,2,0
40,3167.77,83.48,3749.83,3,1,45.0,4.8,3,1,0
43,9337.19,75.91,1342.16,0,1,17.2,9.3,13,4,0
30,2487.5,72.93,4649.52,0,12,32.9,5.0,35,5,0
45,1763.7,84.61,1267.82,2,1,46.6,7.6,37,2,0
34,2272.85,75.34,2275.27,2,12,42.6,4.5,2,3,1
40,1020.45,82.17,2278.42,0,1,28.2,10.0,8,7,0
47,1737.38,68.23,1878.16,0,12,26.2,7.2,10,1,0
40,62738.97,59.92,0.0,3,12,10.8,9.4,59,3,0
35,758.23,54.04,1257.11,4,24,29.1,8.7,15,7,0
39,1962.58,51.65,2239.57,3,24,41.3,7.3,55,4,0
39,1666.98,32.9,1884.82,0,12,11.7,8.5,47,1,0
36,2057.49,46.76,2763.44,1,1,58.9,6.9,1,3,1
37,1813.73,46.18,2908.2,2,1,38.1,1.9,29,2,0
59,4531.74,54.85,1711.91,4,1,35.0,4.9,51,4,1
47,229.23,96.24,845.08,2,24,37.2,8.6,11,4,1
36,14125.79,61.85,3857.98,2,24,21.6,5.5,16,3,0
48,7699.22,69.84,373.45,1,1,17.8,6.7,6,5,1
36,462.06,70.47,1285.63,1,24,11.9,8.1,18,3,0
54,99.13,96.75,980.05,6,12,29.6,7.2,10,3,0
44,688.41,53.49,2895.75,2,24,54.7,4.2,30,1,0
39,2071.44,60.55,3580.43,2,12,32.3,4.3,7,3,1
45,100000.0,62.88,1791.57,6,1,29.6,7.5,17,3,0
21,6733.74,87.73,2275.73,1,1,6.8,9.2,15,1,0
26,198.07,91.88,2514.53,2,12,6.3,10.0,12,4,1
26,1059.46,74.49,4164.8,2,24,3.5,10.0,7,2,0
42,2752.27,89.66,0.0,1,24,17.5,8.1,30,2,0
61,4361.3,68.55,2893.07,2,24,43.5,9.0,6,5,0
67,,61.55,2451.83,1,12,54.3,8.2,56,4,0
48,2434.54,88.57,1554.99,3,12,4.7,5.2,23,6,1
46,1015.91,74.75,2391.47,1,1,8.8,5.0,97,1,0
18,569.27,50.29,2888.99,2,24,33.2,7.2,60,3,1
33,4400.15,84.95,2699.8,1,1,43.6,9.2,4,8,0
31,9516.82,60.83,4590.2,3,24,19.4,5.5,37,6,0
33,10525.56,58.38,2152.98,1,1,40.7,6.9,5,4,0
38,7055.62,82.86,2032.29,2,1,27.6,8.6,68,1,1
34,1413.67,609.82,1782.44,1,24,4.4,6.8,28,4,1
18,8706.5,72.78,2663.57,2,24,42.2,7.1,5,1,1
49,4739.0,78.24,1961.53,3,1,44.7,9.4,4,1,0
27,3644.28,49.34,2015.85,3,12,14.3,10.0,33,4,0
43,1190.89,72.7,2021.4,4,1,20.4,4.5,23,2,0
65,1414.72,91.99,1838.47,1,24,28.5,6.8,3,1,0
29,3330.34,45.87,1269.59,2,12,25.2,10.0,17,2,0
18,100000.0,74.0,2501.73,2,1,40.6,7.2,42,2,0
37,4683.79,48.41,1657.94,4,1,25.2,5.5,4,4,0
53,1191.8,85.43,2736.42,1,1,28.1,8.2,0,6,0
64,855.27,85.24,2132.92,3,1,69.8,6.8,3,1,0
25,1425.6,57.91,1536.11,1,12,14.8,4.4,5,2,1
46,78115.22,109.19,3877.8,4,1,12.5,6.2,24,5,0
34,1637.81,87.13,1877.22,1,12,34.7,8.5,10,2,1
39,11617.94,971.36,2747.39,3,1,29.8,5.5,3,2,1
72,1696.14,78.01,1160.02,5,12,31.4,7.9,12,2,1
22,4410.65,84.68,0.0,1,12,18.0,10.0,21,2,0
43,9775.34,45.09,1319.6,5,12,34.3,4.7,9,1,1
46,1264.14,68.89,0.0,1,24,35.6,6.5,21,2,0
53,1139.49,72.66,1715.76,0,1,9.4,7.9,58,1,0
41,35893.25,57.0,3762.38,2,1,11.9,7.7,12,4,0
44,13054.52,74.3,913.66,2,24,15.5,8.0,68,5,0
35,9759.62,89.63,0.0,4,1,3.4,6.7,47,1,0
43,9710.03,56.56,3800.31,1,24,24.5,8.2,1,2,1
36,5939.4,63.91,1429.57,6,1,22.6,6.2,27,5,1
47,61492.08,48.59,1981.11,1,12,10.4,5.9,10,2,1
36,3183.9,29.26,2945.94,1,12,9.2,6.6,7,5,0
45,7086.12,80.58,2627.81,3,24,54.7,9.8,32,3,0
40,338.2,64.49,2900.61,3,24,10.9,6.5,31,3,0
54,864.85,65.95,3080.51,3,1,11.6,10.0,28,1,1
39,492.14,45.26,0.0,3,12,48.1,4.0,1,2,0
19,20152.74,61.29,302.78,1,1,4.3,9.3,22,6,0
55,64.79,86.93,3405.4,3,1,29.3,9.4,22,2,0
29,1630.33,65.02,1061.91,1,1,50.3,6.8,82,4,0
32,,65.58,1192.82,4,1,13.7,10.0,36,2,0
33,856.68,69.15,484.59,0,24,30.9,7.0,11,2,1
56,1427.35,40.27,1514.06,1,24,14.2,8.3,24,7,1
18,23796.81,77.5,1580.82,1,12,10.8,5.0,53,3,1
78,5404.26,39.9,875.05,0,24,22.2,7.5,40,3,0
53,854.3,46.21,736.3,2,24,81.1,5.3,14,3,1
43,14749.22,44.02,2382.4,1,24,23.7,2.4,62,5,1
39,3061.77,61.5,1030.8,4,1,36.6,9.5,87,3,0
43,3153.76,57.95,1272.43,0,12,39.4,7.6,35,2,0
46,490.78,64.98,0.0,3,1,19.2,9.4,5,3,0
48,675.18,46.89,4325.84,9,12,2.1,7.1,33,2,1
47,864.68,85.11,3130.19,3,1,12.6,3.6,12,2,1
41,3196.12,81.68,1406.23,0,1,17.3,7.8,7,2,0
38,3350.38,61.52,921.1,3,1,18.9,7.7,3,1,1
38,30216.37,55.43,2013.07,0,24,12.4,6.0,3,4,0
38,5311.25,53.41,1980.16,2,1,17.4,6.5,12,2,1
54,51.35,58.8,468.84,4,12,23.4,8.0,20,3,0
47,4420.3,37.0,0.0,3,24,20.0,6.4,27,1,1
18,338.65,45.81,1368.71,4,1,40.0,7.5,48,4,0
48,699.97,82.2,123.95,1,24,29.4,7.2,4,3,1
42,881.61,71.04,2205.66,2,1,2.8,6.8,9,1,0
40,1102.12,97.69,2213.7,5,12,14.3,6.3,1,1,0
35,378.9,59.02,832.14,1,24,27.8,3.6,26,6,0
53,4044.94,57.77,1358.5,2,1,32.1,5.1,1,5,1
51,359.17,56.84,4115.65,0,1,23.8,6.4,1,1,0
31,5089.84,58.62,2930.15,1,1,29.0,3.7,22,4,1
45,85430.34,51.8,1457.3,2,12,44.3,5.0,5,3,1
28,405.84,70.42,4750.35,2,24,33.9,8.1,26,1,1
23,1945.42,65.58,563.68,4,24,18.6,5.7,11,3,1
32,67.68,54.8,1024.77,0,1,16.0,8.3,7,2,0
50,1898.08,90.02,1867.38,5,1,7.9,8.7,34,3,0
51,7817.15,102.93,162.79,1,1,27.1,3.5,32,8,1
46,8786.39,88.33,4148.37,0,24,41.9,10.0,2,3,1
49,3347.76,76.16,2219.78,1,1,6.6,6.5,31,1,0
46,11315.12,80.24,1052.06,0,1,50.2,4.2,70,2,1
32,100000.0,102.13,2537.34,1,24,15.4,8.9,15,3,0
45,38888.62,80.21,2175.27,1,1,14.7,7.1,18,2,1
50,1361.33,53.3,1634.42,5,1,51.8,2.2,10,7,1
49,338.1,72.85,549.78,2,1,35.4,5.5,35,4,0
54,1620.96,77.52,276.55,2,24,34.4,5.7,35,3,0
48,720.2,45.11,4624.16,0,1,33.2,9.1,53,1,0
44,5866.55,59.3,376.72,2,1,20.2,6.0,31,3,0
53,506.85,87.01,4037.56,1,12,26.8,6.0,93,4,1
40,2672.49,28.53,986.29,1,1,16.2,7.9,84,1,1
29,10477.87,39.99,2948.04,5,12,64.6,6.3,13,2,0
38,2563.06,61.47,2558.52,3,12,35.3,6.3,31,1,1
31,720.92,72.07,2798.5,2,1,25.2,9.5,0,3,1
32,17365.16,37.85,2878.42,4,12,28.0,7.5,12,3,0
38,177.95,62.46,66.12,0,24,47.6,5.6,13,1,1
30,1823.13,88.08,1188.38,3,24,26.5,9.9,43,3,0
36,2800.38,66.37,358.34,1,24,8.0,10.0,8,1,0
18,3052.95,83.78,2227.16,4,24,54.3,8.4,6,5,0
43,3907.86,53.16,411.99,1,24,40.7,8.4,15,8,1
40,7447.69,48.8,0.0,4,1,3.9,8.7,6,2,0
30,2826.77,81.98,1715.03,2,24,23.7,6.7,5,3,0
48,1716.28,72.39,0.0,3,1,41.4,9.6,15,5,0
51,1617.47,41.29,2310.49,2,12,9.8,6.4,8,5,0
21,1191.21,48.98,490.84,1,24,18.5,6.4,3,4,0
31,9713.92,96.29,991.3,1,1,77.8,4.4,7,7,0
31,1130.26,46.51,0.0,2,1,20.9,4.9,33,3,1
29,10616.41,83.69,3980.12,0,24,50.8,6.0,3,3,1
50,3067.13,55.44,244.5,1,12,3.6,6.2,2,4,0
38,1363.92,64.94,1563.2,0,1,30.7,6.4,13,5,1
37,7537.24,70.89,0.0,1,1,25.3,10.0,4,1,0
18,1001.06,22.98,997.2,4,12,43.4,6.4,12,4,1
48,7764.18,35.75,4102.19,3,24,20.6,7.4,59,3,0
25,4101.42,66.73,2356.97,0,24,40.8,3.5,4,3,0
41,1218.67,50.51,1131.64,2,12,22.8,5.5,30,1,1
43,6587.65,84.93,,3,1,9.2,4.6,2,1,0
56,6767.48,32.88,1327.33,1,24,34.3,9.3,36,4,0
24,16920.47,76.31,1889.1,0,24,32.1,7.7,66,3,0
18,12698.26,37.48,2892.64,3,12,11.9,5.7,36,8,0
42,6228.63,57.96,1602.68,1,1,20.0,9.3,51,3,0
62,549.28,43.71,2263.99,1,12,17.7,8.2,32,4,0
55,100000.0,103.05,2283.79,3,1,8.8,9.8,8,5,0
43,363.06,38.21,1608.63,0,12,30.1,7.6,6,3,0
34,12380.71,62.56,1116.89,4,1,42.0,10.0,55,1,0
50,5692.62,30.46,1369.78,1,12,17.1,3.6,1,2,1
28,512.24,96.99,2839.02,4,12,8.3,7.5,19,5,1
46,2473.89,73.03,2938.9,3,12,18.0,7.7,10,3,1
46,2648.82,67.74,634.65,2,24,6.8,5.1,58,3,1
53,21128.41,94.49,1686.81,2,1,32.4,7.8,4,2,0
73,1022.53,67.95,1096.49,1,1,24.5,5.5,11,3,0
45,2012.4,69.39,2959.94,0,12,33.9,4.5,2,3,0
34,89.65,67.63,1434.56,1,24,40.8,10.0,67,7,0
40,40220.99,76.27,4641.11,1,24,17.1,7.0,10,3,0
19,598.42,55.15,2261.48,3,1,41.4,5.6,11,6,1
32,4867.65,60.71,3418.4,0,1,24.6,6.1,2,2,0
35,2560.32,81.21,782.47,2,12,40.4,3.8,3,7,0
34,2573.44,70.55,2014.07,2,12,25.2,10.0,65,2,0
42,10044.63,62.72,2739.41,4,24,23.7,4.5,25,3,1
30,36566.72,36.99,760.04,2,12,46.9,6.7,23,2,0
53,4347.0,94.96,2024.41,0,24,27.6,7.4,37,2,0
40,7963.45,51.77,3262.23,2,12,9.4,6.9,24,3,0
